facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
gmf les myrtilles du lac (clinique médicale olivier-vien),7832,clinic or family medicine group,Ambulatory health care services,Province of Québec,,720,boulevard saint-joseph,G8H2L2,roberval,qc,"720, boulevard saint-joseph, bureau 202 , roberval (québec) g8h 2l2",Roberval,2491025,24,48.518819,-72.221656
gmf les myrtilles du lac (clinique médicale saint-prime),7833,clinic or family medicine group,Ambulatory health care services,Province of Québec,,581,rue coulombe,G8J1P2,saint-prime,qc,"581, rue coulombe , saint-prime (québec) g8j 1p2",Saint-Prime,2491035,24,48.593295,-72.333239
gmf les myrtilles du lac (clsc de saint-félicien),7834,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1228,boulevard du sacré-coeur,G8K2P8,saint-félicien,qc,"1228, boulevard du sacré-coeur , saint-félicien (québec) g8k 2p8",Saint-Félicien,2491042,24,48.653138,-72.44633
gmf lévis-les rivières (gmf centre médical lévis-les rivières),7835,clinic or family medicine group,Ambulatory health care services,Province of Québec,,809,route des rivières,G7A2V2,lévis,qc,"809, route des rivières, bureau 301 , lévis (québec) g7a 2v2",Lévis,2425213,24,46.73092,-71.2958
gmf maria-chapdelaine (centre médical dolbeau),7836,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1530,rue des érables,G8L2W7,dolbeau-mistassini,qc,"1530, rue des érables , dolbeau-mistassini (québec) g8l 2w7",Dolbeau-Mistassini,2492022,24,48.880871,-72.228305
gmf maria-chapdelaine (clinique de médecine familiale de dolbeau),7837,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1580,rue des érables,G8L2W7,dolbeau-mistassini,qc,"1580, rue des érables , dolbeau-mistassini (québec) g8l 2w7",Dolbeau-Mistassini,2492022,24,48.880935,-72.228699
gmf maria-chapdelaine (clinique de médecine familiale de mistassini),7838,clinic or family medicine group,Ambulatory health care services,Province of Québec,,170,avenue de l'église,G8L4W6,dolbeau-mistassini,qc,"170, avenue de l'église , dolbeau-mistassini (québec) g8l 4w6",Dolbeau-Mistassini,2492022,24,48.890672,-72.206834
gmf maria-chapdelaine (clinique du docteur réal dallaire),7839,clinic or family medicine group,Ambulatory health care services,Province of Québec,,322,rue de l'église,G8M3G1,albanel,qc,"322, rue de l'église , albanel (québec) g8m 3g1",Albanel,2492030,24,48.883782,-72.439981
gmf maria-chapdelaine (clinique médicale de girardville),7840,clinic or family medicine group,Ambulatory health care services,Province of Québec,,615,avenue de la fabrique,G0W1R0,girardville,qc,"615, avenue de la fabrique , girardville (québec) g0w 1r0",Girardville,2492055,24,49.0046397,-72.544803
gmf maria-chapdelaine (clinique médicale de milot),7841,clinic or family medicine group,Ambulatory health care services,Province of Québec,,733,rue gaudreault,G0W2B0,saint-ludger-de-milot,qc,"733, rue gaudreault , saint-ludger-de-milot (québec) g0w 2b0",Saint-Ludger-de-Milot,2493080,24,48.897037,-71.820205
gmf maria-chapdelaine (clinique médicale de mistassini),7842,clinic or family medicine group,Ambulatory health care services,Province of Québec,,148,boulevard saint-michel,G8L5J8,dolbeau-mistassini,qc,"148, boulevard saint-michel , dolbeau-mistassini (québec) g8l 5j8",Dolbeau-Mistassini,2492022,24,48.894188,-72.204506
gmf maria-chapdelaine (clsc et centre d'hébergement de normandin),7843,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1205,rue saint-cyrille,G8M4K1,normandin,qc,"1205, rue saint-cyrille , normandin (québec) g8m 4k1",Normandin,2492040,24,48.8388,-72.531076
gmf maria-chapdelaine (service médical de normandin),7844,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1108,rue saint-cyrille,G8M4J4,normandin,qc,"1108, rue saint-cyrille , normandin (québec) g8m 4j4",Normandin,2492040,24,48.83698,-72.529688
gmf maska (clinique de saint-hyacinthe),7845,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1220,boulevard casavant est,J2S0L6,saint-hyacinthe,qc,"1220, boulevard casavant est, bureau 302 , saint-hyacinthe (québec) j2s 0l6",Saint-Hyacinthe,2454048,24,45.646413,-72.953698
gmf matawinie (clinique médicale de rawdon),7846,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3240,1re avenue,J0K1S0,rawdon,qc,"3240, 1re avenue, bureau 201 , rawdon (québec) j0k 1s0",Rawdon,2462037,24,46.0373504,-73.7010985
gmf matawinie (clinique médicale saint-thomas),7847,clinic or family medicine group,Ambulatory health care services,Province of Québec,,830-a,rue principale,J0K3L0,saint-thomas,qc,"830-a, rue principale, cp 5250 , saint-thomas (québec) j0k 3l0",Saint-Thomas,2461027,24,46.0139829,-73.3550138
gmf montcalm (clinique de médecine familiale montcalm),7848,clinic or family medicine group,Ambulatory health care services,Province of Québec,,309,rue montcalm,G7J2V1,saguenay,qc,"309, rue montcalm , saguenay (québec) g7j 2v1",Saguenay,2494068,24,48.42759,-71.071096
gmf monteuil (clinique médicale monteuil),7849,clinic or family medicine group,Ambulatory health care services,Province of Québec,,4650,boulevard des laurentides auteuil,H7K2J4,laval,qc,"4650, boulevard des laurentides (auteuil), bureau 200 , laval (québec) h7k 2j4",Laval,2465005,24,45.61558,-73.740695
gmf médi-centre chomedey (centre médical samson),7850,clinic or family medicine group,Ambulatory health care services,Province of Québec,,4599,boulevard samson,H7W2H2,laval,qc,"4599, boulevard samson, bureau 202 , laval (québec) h7w 2h2",Laval,2465005,24,45.529325,-73.75753
gmf médi-centre chomedey (super-clinique)(médi-centre chomedey),7851,clinic or family medicine group,Ambulatory health care services,Province of Québec,,610,boulevard curé-labelle,H7V2T7,laval,qc,"610, boulevard curé-labelle (chomedey) , laval (québec) h7v 2t7",Laval,2465005,24,45.53662,-73.742619
gmf nouvelle-beauce (centre médical de la nouvelle-beauce),7852,clinic or family medicine group,Ambulatory health care services,Province of Québec,,774-b,rue étienne-raymond,G6E0K6,sainte-marie,qc,"774-b, rue étienne-raymond , sainte-marie (québec) g6e 0k6",Sainte-Marie,2426030,24,46.45322,-71.0267
gmf nouvelle-beauce (clinique médicale saint-bernard),7853,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1629,rue saint-georges,G0S2G0,saint-bernard,qc,"1629, rue saint-georges , saint-bernard (québec) g0s 2g0",Saint-Bernard,2426055,24,46.49964,-71.1354
gmf nouvelle-beauce (clinique médicale saint-isidore),7854,clinic or family medicine group,Ambulatory health care services,Province of Québec,,109,rue des pinsons,G0S2S0,saint-isidore,qc,"109, rue des pinsons , saint-isidore (québec) g0s 2s0",Saint-Isidore,2426063,24,46.58575,-71.0915
gmf nouvelle-beauce (clinique médicale vallée-jonction),7855,clinic or family medicine group,Ambulatory health care services,Province of Québec,,414,rue principale,G0S3J0,vallée-jonction,qc,"414, rue principale, bureau 101 , vallée-jonction (québec) g0s 3j0",Vallée-Jonction,2426015,24,46.37176,-70.9209
gmf nouvelle-beauce (clsc et centre d'hébergement de sainte-marie),7856,clinic or family medicine group,Ambulatory health care services,Province of Québec,,775,rue étienne-raymond,G6E0B9,sainte-marie,qc,"775, rue étienne-raymond , sainte-marie (québec) g6e 0b9",Sainte-Marie,2426030,24,46.45266,-71.0274
gmf nouvelle-beauce (coopérative de solidarité régionale de services de santé de frampton),7857,clinic or family medicine group,Ambulatory health care services,Province of Québec,,152,rue principale,G0R1M0,frampton,qc,"152, rue principale, cp 1029 , frampton (québec) g0r 1m0",Frampton,2426005,24,46.46183,-70.809
gmf omni-plateau (clinique médicale champlain),7858,clinic or family medicine group,Ambulatory health care services,Province of Québec,,260,boulevard saint-raymond,J9A3G7,gatineau,qc,"260, boulevard saint-raymond, suite 105 , gatineau (québec) j9a 3g7",Gatineau,2481017,24,45.427099,-75.762591
gmf omni-plateau (clinique médicale du plateau),7859,clinic or family medicine group,Ambulatory health care services,Province of Québec,,195,rue de l'atmosphère,J9A0A3,gatineau,qc,"195, rue de l'atmosphère, suite 300 , gatineau (québec) j9a 0a3",Gatineau,2481017,24,45.437999,-75.784745
gmf omni-plateau (omniclinique de l'outaouais),7860,clinic or family medicine group,Ambulatory health care services,Province of Québec,,28,boulevard du mont-bleu,J8Z1J1,gatineau,qc,"28, boulevard du mont-bleu, bureau 202 , gatineau (québec) j8z 1j1",Gatineau,2481017,24,45.462594,-75.745182
gmf petite-nation (clsc et centre d'hébergement petite-nation),7861,clinic or family medicine group,Ambulatory health care services,Province of Québec,,14,rue saint-andré,J0V1W0,saint-andré-avellin,qc,"14, rue saint-andré , saint-andré-avellin (québec) j0v 1w0",Saint-André-Avellin,2480027,24,45.7224089,-75.0623048
gmf polyclinique boréale (centre de médecine familiale de baie-comeau),7862,clinic or family medicine group,Ambulatory health care services,Province of Québec,,189,avenue damase-potvin,G4Z2Y9,baie-comeau,qc,"189, avenue damase-potvin , baie-comeau (québec) g4z 2y9",Baie-Comeau,2496020,24,49.213758,-68.193841
gmf polyclinique boréale (polyclinique boréale),7863,clinic or family medicine group,Ambulatory health care services,Province of Québec,,668,rue de parfondeval,G5C3R3,baie-comeau,qc,"668, rue de parfondeval , baie-comeau (québec) g5c 3r3",Baie-Comeau,2496020,24,49.199538,-68.255767
gmf polyclinique du centre de l'île,7864,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3025,boulevard tessier,H7S2M1,laval,qc,"3025, boulevard tessier , laval (québec) h7s 2m1",Laval,2465005,24,45.569595,-73.740192
gmf polyclinique médicale pierre-le gardeur (gmf-r),7865,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1000,montée des pionniers,J6V1S8,terrebonne,qc,"1000, montée des pionniers, bureau 300 , terrebonne (québec) j6v 1s8",Terrebonne,2464008,24,45.725788,-73.5091314
gmf rocher percé (clsc de gascons),7866,clinic or family medicine group,Ambulatory health care services,Province of Québec,,63,route 132 ouest,G0C1P0,port-daniel gascons,qc,"63, route 132 ouest , port-daniel--gascons (québec) g0c 1p0",,,24,,
gmf rocher-percé (clinique de médecine familiale de chandler),7867,clinic or family medicine group,Ambulatory health care services,Province of Québec,,60,boulevard rené-lévesque est,G0C1K0,chandler,qc,"60, boulevard rené-lévesque est, bureau 201 , chandler (québec) g0c 1k0",Chandler,2402028,24,48.34985,-64.6759
gmf rocher-percé (clsc chandler),7868,clinic or family medicine group,Ambulatory health care services,Province of Québec,,633,avenue daignault,G0C1K0,chandler,qc,"633, avenue daignault , chandler (québec) g0c 1k0",Chandler,2402028,24,48.35381,-64.6705
gmf rocher-percé (clsc percé),7869,clinic or family medicine group,Ambulatory health care services,Province of Québec,,98,route 132 ouest,G0C2L0,percé,qc,"98, route 132 ouest , percé (québec) g0c 2l0",Percé,2402005,24,48.52668,-64.2136
gmf rousseau-montcalm (centre médical des laurentides),7870,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1100,rue saint-isidore,J5M2V6,saint-lin laurentides,qc,"1100, rue saint-isidore , saint-lin--laurentides (québec) j5m 2v6",Saint-Lin--Laurentides,2463048,24,45.866413,-73.757694
gmf rouyn-noranda (accueil gmf),7871,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8,rue du terminus est,J9X3B4,rouyn-noranda,qc,"8, rue du terminus est, rez-de-chaussée , rouyn-noranda (québec) j9x 3b4",Rouyn-Noranda,2486042,24,48.241631,-79.020006
gmf rouyn-noranda (centre médical larivière),7872,clinic or family medicine group,Ambulatory health care services,Province of Québec,,423,avenue larivière,J9X4H9,rouyn-noranda,qc,"423, avenue larivière , rouyn-noranda (québec) j9x 4h9",Rouyn-Noranda,2486042,24,48.23107,-79.014285
gmf rouyn-noranda (clinique alliance),7873,clinic or family medicine group,Ambulatory health care services,Province of Québec,,121,8e rue,J9X2A5,rouyn-noranda,qc,"121, 8e rue , rouyn-noranda (québec) j9x 2a5",Rouyn-Noranda,2486042,24,48.247598,-79.018058
gmf rouyn-noranda (clinique médicale accès-santé),7874,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8,rue du terminus est,J9X3B4,rouyn-noranda,qc,"8, rue du terminus est, 2e étage , rouyn-noranda (québec) j9x 3b4",Rouyn-Noranda,2486042,24,48.241631,-79.020006
gmf rouyn-noranda (clinique médicale du cuivre),7875,clinic or family medicine group,Ambulatory health care services,Province of Québec,,12,rue gamble est,J9X3B7,rouyn-noranda,qc,"12, rue gamble est , rouyn-noranda (québec) j9x 3b7",Rouyn-Noranda,2486042,24,48.239724,-79.019606
gmf rouyn-noranda (clinique médicale fleur de lys),7876,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8,rue du terminus est,J9X3B4,rouyn-noranda,qc,"8, rue du terminus est, 3e étage , rouyn-noranda (québec) j9x 3b4",Rouyn-Noranda,2486042,24,48.241631,-79.020006
gmf rouyn-noranda (clinique médicale évain),7877,clinic or family medicine group,Ambulatory health care services,Province of Québec,,2813,boulevard rideau,J0Z1Y0,rouyn-noranda,qc,"2813, boulevard rideau , rouyn-noranda (québec) j0z 1y0",Rouyn-Noranda,2486042,24,48.237802,-79.131445
gmf rouyn-noranda (clsc partage des eaux),7878,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1,9e rue,J9X2A9,rouyn-noranda,qc,"1, 9e rue , rouyn-noranda (québec) j9x 2a9",Rouyn-Noranda,2486042,24,48.243329,-79.021069
gmf rouyn-noranda (gmf-u rouyn-noranda),7879,clinic or family medicine group,Ambulatory health care services,Province of Québec,,3,9e rue,J9X2A9,rouyn-noranda,qc,"3, 9e rue , rouyn-noranda (québec) j9x 2a9",Rouyn-Noranda,2486042,24,48.244026,-79.02049
gmf saguenay (clinique de médecine familiale saguenay),7880,clinic or family medicine group,Ambulatory health care services,Province of Québec,,874,boulevard de l'université est,G7H6B9,saguenay,qc,"874, boulevard de l'université est, suite 220 , saguenay (québec) g7h 6b9",Saguenay,2494068,24,48.415456,-71.054262
gmf saint-alexandre (clinique médicale saint-alexandre),7881,clinic or family medicine group,Ambulatory health care services,Province of Québec,,2310,rue saint-louis,J8T5L7,gatineau,qc,"2310, rue saint-louis, bureau 200 , gatineau (québec) j8t 5l7",Gatineau,2481017,24,45.48738,-75.745459
gmf saint-charles (centre médical saint-charles),7882,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1740,chemin saint-charles,J6W3R3,terrebonne,qc,"1740, chemin saint-charles, suite 102 , terrebonne (québec) j6w 3r3",Terrebonne,2464008,24,45.695747,-73.614851
gmf saint-donat (clinique médicale du village),7883,clinic or family medicine group,Ambulatory health care services,Province of Québec,,382,rue principale,J0T2C0,saint-donat,qc,"382, rue principale , saint-donat (québec) j0t 2c0",Terrebonne,2464008,24,45.695677,-73.614489
gmf saint-donat (clsc de chertsey),7884,clinic or family medicine group,Ambulatory health care services,Province of Québec,,485,rue dupuis,J0K3K0,chertsey,qc,"485, rue dupuis , chertsey (québec) j0k 3k0",Chertsey,2462047,24,46.073094,-73.889108
gmf saint-donat (clsc de saint-donat),7885,clinic or family medicine group,Ambulatory health care services,Province of Québec,,377,rue du foyer,J0T2C0,saint-donat,qc,"377, rue du foyer , saint-donat (québec) j0t 2c0",Saint-Donat,2462060,24,46.321581,-74.22217
