facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
CLSC DE PORT-MENIER,S1252,CLSC,Ambulatory health care services,Province of Québec,,2A," ch. Rivière-aux-Canards, Port-Menie",G0G 2Y0,L'Île-d'Anticosti,qc,"2A, ch. Rivière-aux-Canards, Port-Menie",L'Île-d'Anticosti,2498020,24,49.816594,-64.350293
CLSC DE RIVIÈRE-AU-TONNERRE,S1253,CLSC,Ambulatory health care services,Province of Québec,,430, rue Jacques-Cartier,G0G 2L0,Rivière-au-Tonnerre,qc,"430, rue Jacques-Cartier",Rivière-au-Tonnerre,2498055,24,50.275322,-64.773121
CLSC DE RIVIÈRE-SAINT-JEAN,S1254,CLSC,Ambulatory health care services,Province of Québec,,328, rue Saint-Jean,G0G 2N0,Rivière-Saint-Jean,qc,"328, rue Saint-Jean",Rivière-Saint-Jean,2498050,24,50.29613,-64.323037
CLSC DE L'ÎLE D'ENTRÉE,S1255,CLSC,Ambulatory health care services,Province of Québec,,124, chemin Big Hill,G4T 1Z2,Les Îles-de-la-Madeleine,qc,"124, chemin Big Hill",Les Îles-de-la-Madeleine,2401023,24,47.273755,-61.701667
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,S1256,"CHSGS, CLSC, CHSLD, CRDITED, CRDPA, CRD",Hospitals,Province of Québec,,1035, promenade des Anciens,G0G 1P0,Havre-Saint-Pierre,qc,"1035, promenade des Anciens",Havre-Saint-Pierre,2498040,24,50.237811,-63.605244
CENTRE DE SANTÉ DE CHIBOUGAMAU,S1257,"CHSGS, CLSC, CHSLD, CRDITED, CRD",Hospitals,Province of Québec,,51, 3e Rue,G8P 1N1,Chibougamau,qc,"51, 3e Rue",Chibougamau,2499025,24,49.915951,-74.349183
CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG - POINT DE SERVICE DE STANSTEAD,S1258,CLSC,Ambulatory health care services,Province of Québec,,435, rue Dufferin,J0B 3E2,Stanstead,qc,"435, rue Dufferin",Stanstead,2445008,24,45.011758,-72.096986
CLSC DE PREISSAC,S1259,CLSC,Ambulatory health care services,Province of Québec,,6, rue des Rapides,J0Y 2E0,Preissac,qc,"6, rue des Rapides",Preissac,2488090,24,48.407202,-78.365474
LES RÉSIDENCES JODIN INC.,S126,,Nursing and residential care facilities,Province of New Brunswick,,465, boulevard Hébert-Nord,E3V 0E9,Edmundston,nb,"465, boulevard Hébert-Nord",Edmundston,1313027,13,47.385322,-68.308374
CLSC DE BARRAUTE,S1260,CLSC,Ambulatory health care services,Province of Québec,,660, rue Principale,J0Y 1A0,Barraute,qc,"660, rue Principale",Barraute,2488022,24,48.440693,-77.634269
CLSC DE ROCHEBAUCOURT,S1261,CLSC,Ambulatory health care services,Province of Québec,,15, rue des Pins,J0Y 2J0,Rochebaucourt,qc,"15, rue des Pins",Rochebaucourt,2488010,24,48.676684,-77.500269
CLSC D'EAST ANGUS,S1262,CLSC,Ambulatory health care services,Province of Québec,,149, rue Kennedy,J0B 1R0,East Angus,qc,"149, rue Kennedy",East Angus,2441060,24,45.489111,-71.653605
CLSC DE NOTRE-DAME-DES-SEPT-DOULEURS,S1263,CLSC,Ambulatory health care services,Province of Québec,,6001, chemin de l'Île,G0L 1K0,Notre-Dame-des-Sept-Douleurs,qc,"6001, chemin de l'Île",Notre-Dame-des-Sept-Douleurs,2412045,24,48.011239,-69.453344
CLSC CORINNE-VALLÉE-THERRIEN,S1264,CLSC,Ambulatory health care services,Province of Québec,,3, rue Saint-Joseph,G0H 1A0,Baie-Trinité,qc,"3, rue Saint-Joseph",Baie-Trinité,2496005,24,49.419656,-67.302907
CLSC DE SAINT-MICHEL-DES-SAINTS,S1265,CLSC,Ambulatory health care services,Province of Québec,,171, rue Guy-Gauthier,J0K 3B0,Saint-Michel-des-Saints,qc,"171, rue Guy-Gauthier",Saint-Michel-des-Saints,2462085,24,46.676386,-73.918919
CLSC DE BEAUPORT,S1266,CLSC,Ambulatory health care services,Province of Québec,,3666, chemin Royal,G1E 1X5,Québec,qc,"3666, chemin Royal",Québec,2423027,24,46.853659,-71.201052
CLSC DE L'ISLE-AUX-COUDRES,S1267,CLSC,Ambulatory health care services,Province of Québec,,25, chemin de la Traverse,G0A 3J0,L'Isle-aux-Coudres,qc,"25, chemin de la Traverse",L'Isle-aux-Coudres,2416023,24,47.420489,-70.382383
CENTRE DE SANTÉ LEBEL,S1268,"CHSGS, CLSC, CHSLD, CRDITED, CRD",Hospitals,Province of Québec,,950, boulevard Quévillon Nord,J0Y 1X0,Lebel-sur-Quévillon,qc,"950, boulevard Quévillon Nord",Lebel-sur-Quévillon,2499005,24,49.05608,-76.983316
CLSC DU FJORD-À-L'ANSE-SAINT-JEAN,S1269,CLSC,Ambulatory health care services,Province of Québec,,29, rue Saint-Jean-Baptiste,G0V 1J0,L'Anse-Saint-Jean,qc,"29, rue Saint-Jean-Baptiste",L'Anse-Saint-Jean,2494210,24,48.199215,-70.240245
RÉSIDENCE MGR. MELANSON INC.,S127,,Nursing and residential care facilities,Province of New Brunswick,,11, rue Levesque,E8A 1T1,Saint-Quentin,nb,"11, rue Levesque",Saint-Quentin,1314022,13,47.498958,-67.391634
CLSC DE NORMÉTAL,S1270,CLSC,Ambulatory health care services,Province of Québec,,18, 7e Avenue,J0Z 3A0,Normétal,qc,"18, 7e Avenue",Normétal,2487115,24,48.998949,-79.365857
CLSC DE VILLE-ÉMARD,S1271,CLSC,Ambulatory health care services,Province of Québec,,6161, rue Laurendeau,H4E 3X6,Montréal,qc,"6161, rue Laurendeau",Montréal,2466023,24,45.457315,-73.589151
CLSC DE BAIE-SAINTE-CATHERINE,S1272,CLSC,Ambulatory health care services,Province of Québec,,309, rue Leclerc,G0T 1A0,Baie-Sainte-Catherine,qc,"309, rue Leclerc",Baie-Sainte-Catherine,2415065,24,48.103365,-69.726128
CLSC DE CHARLESBOURG,S1273,CLSC,Ambulatory health care services,Province of Québec,,190, 76e Rue Est,G1H 7K4,Québec,qc,"190, 76e Rue Est",Québec,2423027,24,46.859124,-71.265083
CLSC DE LAVALTRIE,S1274,CLSC,Ambulatory health care services,Province of Québec,,1400, rue Notre-Dame,J5T 1M6,Lavaltrie,qc,"1400, rue Notre-Dame",Lavaltrie,2452007,24,45.885131,-73.276285
CLSC DE NOTRE-DAME-DU-LAUS,S1275,CLSC,Ambulatory health care services,Province of Québec,,8, rue Saint-Denis,J0X 2M0,Notre-Dame-du-Laus,qc,"8, rue Saint-Denis",Notre-Dame-du-Laus,2479005,24,46.090314,-75.621573
CLSC DE SAINT-AMBROISE,S1276,CLSC,Ambulatory health care services,Province of Québec,,340, boulevard Gagnon,G7P 2R1,Saint-Ambroise,qc,"340, boulevard Gagnon",Saint-Ambroise,2494255,24,48.554044,-71.321477
CLSC DE SCHEFFERVILLE,S1277,CLSC,Ambulatory health care services,Province of Québec,,320, rue A.-P.-Low,G0G 2T0,Schefferville,qc,"320, rue A.-P.-Low",Schefferville,2497040,24,54.798988,-66.815262
CLSC NASKAPI,S1278,CLSC,Ambulatory health care services,Province of Québec,,,,G0G 2Z0,Kawawachikamach,qc,Case postale 5114,Kawawachikamach,2497806,24,54.861247,-66.764255
CENTRE DE SANTÉ ISLE-DIEU,S1279,"CHSGS, CLSC, CHSLD, CRDITED, CRD",Hospitals,Province of Québec,,130, boulevard  Matagami,J0Y 2A0,Matagami,qc,"130, boulevard  Matagami",Matagami,2499015,24,49.756841,-77.628286
Campbellton Nursing Home Inc.,S128,,Nursing and residential care facilities,Province of New Brunswick,,101, Dover Street,E3N 3K6,Campbellton,nb,"101, Dover Street",Campbellton,1314014,13,48.000201,-66.667701
CLSC DE PARENT,S1280,CLSC,Ambulatory health care services,Province of Québec,,9, rue de l'Hôtel-de-Ville,G0X 3P0,La Tuque,qc,"9, rue de l'Hôtel-de-Ville",La Tuque,2490012,24,47.921552,-74.61312
CLSC DE BEAUDRY,S1281,CLSC,Ambulatory health care services,Province of Québec,,6950, boulevard Témiscamingue,J9Y 1N1,Rouyn-Noranda,qc,"6950, boulevard Témiscamingue",Rouyn-Noranda,2486042,24,48.109533,-79.151683
CLSC DE SAINT-LUDGER,S1282,CLSC,Ambulatory health care services,Province of Québec,,210, rue La Salle,G0M 1W0,Saint-Ludger,qc,"210, rue La Salle",Saint-Ludger,2430072,24,45.741151,-70.691385
CLSC DE L'EST,S1283,CLSC,Ambulatory health care services,Province of Québec,,773, chemin Principal (Grosse-Île),G4T 6B5,Grosse-Île,qc,"773, chemin Principal (Grosse-Île)",Grosse-Île,2401042,24,47.571306,-61.478888
CLSC D'AMOS,S1284,CLSC,Ambulatory health care services,Province of Québec,,632, 1ere Rue Ouest,J9T 2N2,Amos,qc,"632, 1ere Rue Ouest",Amos,2488055,24,48.57383,-78.117852
CLSC DE LASALLE,S1285,CLSC,Ambulatory health care services,Province of Québec,,8550, boulevard Newman,H8N 1Y5,Montréal,qc,"8550, boulevard Newman",Montréal,2466023,24,45.431229,-73.631456
CLSC DE SAINT-LAURENT,S1286,CLSC,Ambulatory health care services,Province of Québec,,1055, avenue Sainte-Croix,H4L 3Z2,Montréal,qc,"1055, avenue Sainte-Croix",Montréal,2466023,24,45.517227,-73.680886
CLSC DE MANSONVILLE,S1287,CLSC,Ambulatory health care services,Province of Québec,,314, rue Principale,J0E 1X0,Potton,qc,"314, rue Principale",Potton,2445030,24,45.052449,-72.391928
CLSC MEILLEUR D'IBERVILLE,S1288,CLSC,Ambulatory health care services,Province of Québec,,1124, boulevard Iberville,J5Y 3M6,Repentigny,qc,"1124, boulevard Iberville, bureau 204",Repentigny,2460013,24,45.777262,-73.417506
CLSC DE LONGUE-POINTE-DE-MINGAN,S1289,CLSC,Ambulatory health care services,Province of Québec,,870, chemin du Roi,G0G 1V0,Longue-Pointe-de-Mingan,qc,"870, chemin du Roi",Longue-Pointe-de-Mingan,2498045,24,50.2705,-64.14129
Dalhousie Nursing Home Inc.,S129,,Nursing and residential care facilities,Province of New Brunswick,,296, rue Victoria Street,E8C 2R8,Dalhousie,nb,"296, rue Victoria Street, Unit /Unité 1",Dalhousie,1314017,13,48.063261,-66.365957
HÔPITAL DE HULL,S1290,CHSGS,Hospitals,Province of Québec,,116, boulevard Lionel-Émond,J8Y 1W7,Gatineau,qc,"116, boulevard Lionel-Émond",Gatineau,2481017,24,45.444873,-75.746033
CLSC MARIE-LEBLANC-CÔTÉ,S1291,CLSC,Ambulatory health care services,Province of Québec,,2, rue de l'École,G0H 1C0,Chute-aux-Outardes,qc,"2, rue de l'École",Chute-aux-Outardes,2496035,24,49.123663,-68.390303
CLSC NOTRE-DAME,S1292,CLSC,Ambulatory health care services,Province of Québec,,363, rue Notre-Dame,J2G 3L4,Granby,qc,"363, rue Notre-Dame",Granby,2447017,24,45.400621,-72.733985
CLSC DE SAINT-ÉPIPHANE,S1293,CLSC,Ambulatory health care services,Province of Québec,,211, rue du Couvent,G0L 2X0,Saint-Épiphane,qc,"211, rue du Couvent",Saint-Épiphane,2412030,24,47.89881,-69.330015
CLSC DES CASCADES,S1294,CLSC,Ambulatory health care services,Province of Québec,,1225, rue des Cascades,J2S 3H2,Saint-Hyacinthe,qc,"1225, rue des Cascades",Saint-Hyacinthe,2454048,24,45.625534,-72.943855
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX ROBERT-WRIGHT,S1295,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,200, rue Robert-Wright,J9H 5L1,Gatineau,qc,"200, rue Robert-Wright",Gatineau,2481017,24,45.406837,-75.848547
CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-ANDRÉ-AVELLIN,S1296,"CRDITED, CRDPA, CRDPM, CRDPV, CRD",Ambulatory health care services,Province of Québec,,10, rue Saint-André,J0V 1W0,Saint-André-Avellin,qc,"10, rue Saint-André",Saint-André-Avellin,2480027,24,45.722501,-75.05847
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ET DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE BAIE-COMEA,S1297,"CRDITED, CRDPA, CRDPM, CRDPV, CRDPL",Ambulatory health care services,Province of Québec,,1250, rue Lestrat,G5C 1T8,Baie-Comeau,qc,"1250, rue Lestrat",Baie-Comeau,2496020,24,49.185151,-68.265027
CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ET DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SEPT-ÎLES,S1298,"CRDITED, CRDPA, CRDPM, CRDPV, CRDPL",Ambulatory health care services,Province of Québec,,450, avenue Évangeline,G4R 2N5,Sept-Îles,qc,"450, avenue Évangeline",Sept-Îles,2497007,24,50.208044,-66.381123
POINT DE SERVICE DE LA MRC DE LA HAUTE-GASPESIE,S1299,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,230, route du Parc,G4V 2C4,Sainte-Anne-des-Monts,qc,"230, route du Parc",Sainte-Anne-des-Monts,2404037,24,49.120055,-66.478206
Mountain Road After Hours Clinic,S13,clinic,Ambulatory health care services,City of Moncton,,1789,Mountain Road,J0S 1K0,Moncton,nb,,Moncton,1307022,13,46.12161186,-64.84612536
Villa Sormany Inc.,S130,,Nursing and residential care facilities,Province of New Brunswick,,1289, chemin Robertville,E8K 2V9,Robertville,nb,"1289, chemin Robertville",Beresford,1315012,13,47.697195,-65.769002
HÔPITAL DU CENTRE-DE-LA-MAURICIE,S1300,"CHSGS, CLSC, CHSLD, CRDITED, CRDPM",Hospitals,Province of Québec,,50, 119e Rue,G9P 5K1,Shawinigan,qc,"50, 119e Rue",Shawinigan,2436033,24,46.525584,-72.743393
POINT DE SERVICE DE LA MRC COTE-DE-GASPE,S1301,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,150, rue Monseigneur-Ross,G4X 2S7,Gaspé,qc,"150, rue Monseigneur-Ross, 4e, 5e et 6e",Gaspé,2403005,24,48.837318,-64.492379
SERVICES EXTERNES - DÉFICIENCE PHYSIQUE DE VAL D'OR,S1302,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,975, rue Germain,J9P 7H7,Val-d'Or,qc,"975, rue Germain",Val-d'Or,2489008,24,48.102081,-77.80159
POINT DE SERVICE DE LA MRC BONAVENTURE,S1303,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,238, avenue Port-Royal,G0C 1E0,Bonaventure,qc,"238, avenue Port-Royal",Bonaventure,2405045,24,48.060969,-65.519246
POINT DE SERVICE DE LA MRC AVIGNON,S1304,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,14, boulevard Perron Est,G0J 1V0,Matapédia,qc,"14, boulevard Perron Est",Matapédia,2406045,24,47.977947,-66.936716
SERVICES EXTERNES - DÉFICIENCE PHYSIQUE D'AMOS,S1305,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,582, 10e Avenue Ouest,J9T 1X3,Amos,qc,"582, 10e Avenue Ouest",Amos,2488055,24,48.569476,-78.124739
SERVICES EXTERNES - DÉFICIENCE PHYSIQUE DE VILLE-MARIE,S1306,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,25, rue Sainte-Anne,J9V 2B6,Ville-Marie,qc,"25, rue Sainte-Anne, bureau 102",Ville-Marie,2485025,24,47.331031,-79.440467
SERVICES EXTERNES - DÉFICIENCE PHYSIQUE DE LA SARRE,S1307,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,677, 2e Rue Est,J9Z 2X7,La Sarre,qc,"677, 2e Rue Est",La Sarre,2487090,24,48.786726,-79.198764
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE VICTORIAVILLE,S1308,"CRDPA, CRDPM, CRDPV, CRDPL",Ambulatory health care services,Province of Québec,,80, rue Saint-Paul,G6P 9C8,Victoriaville,qc,"80, rue Saint-Paul",Victoriaville,2439062,24,46.062877,-71.963727
POINT DE SERVICE DE LA MRC DU ROCHER-PERCÉ,S1309,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,328, boulevard René-Lévesque Ouest,G0C 1K0,Chandler,qc,"328, boulevard René-Lévesque Ouest",Chandler,2402028,24,48.34852,-64.691861
Robert i. Knowles Veterans Unit - Villa Chaleur Inc.,S131,,Nursing and residential care facilities,Province of New Brunswick,,795, rue Champlain Street,E2A 4M8,Bathurst,nb,"795, rue Champlain Street",Bathurst,1315011,13,47.619092,-65.676918
HÔPITAL DE MANIWAKI,S1310,CHSGS,Hospitals,Province of Québec,,309, boulevard Desjardins,J9E 2E7,Maniwaki,qc,"309, boulevard Desjardins",Maniwaki,2483065,24,46.39085,-75.979405
POINT DE SERVICE DE LA MRC CÔTE-DE-GASPÉ,S1311,"CRDITED, CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,1384, route Haldimand,G4X 2K1,Gaspé,qc,"1384, route Haldimand",Gaspé,2403005,24,48.778176,-64.441934
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE TROIS-RIVIÈRES,S1312,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,1455, boulevard du Carmel,G8Z 3R7,Trois-Rivières,qc,"1455, boulevard du Carmel",Trois-Rivières,2437067,24,46.349404,-72.557748
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION EDGAR-LAFOREST,S1313,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,3100, boulevard Lemire,J2B 7R2,Drummondville,qc,"3100, boulevard Lemire",Drummondville,2449058,24,45.853812,-72.482193
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION CHAREST,S1314,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,540, boulevard Charest Est,G1K 8L1,Québec,qc,"540, boulevard Charest Est",Québec,2423027,24,46.814314,-71.222686
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION MONT-D'YOUVILLE,S1315,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,2915, avenue du Bourg-Royal,G1C 3S2,Québec,qc,"2915, avenue du Bourg-Royal",Québec,2423027,24,46.856637,-71.219762
SERVICES DE READAPTATION AUX ADULTES ET AUX AINES,S1316,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,525, boulevard Wilfrid-Hamel,G1M 2S8,Québec,qc,"525, boulevard Wilfrid-Hamel",Québec,2423027,24,46.819755,-71.245953
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE SAINT-LOUIS,S1317,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,2975, chemin Saint-Louis,G1W 1P9,Québec,qc,"2975, chemin Saint-Louis",Québec,2423027,24,46.759474,-71.285732
POINT DE SERVICE DE LA MRC AVIGNON,S1318,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,491-A, boulevard Perron,G0C 1Y0,Maria,qc,"491-A, boulevard Perron",Maria,2406005,24,48.173628,-65.985758
"CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE, SERVICES EXTERNES ET CENTRE DE JOUR DE L'ANCIENNE-LORETTE",S1319,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,1320, rue Saint-Paul,G2E 1Z4,L'Ancienne-Lorette,qc,"1320, rue Saint-Paul",L'Ancienne-Lorette,2423057,24,46.797919,-71.351842
FOYER NOTRE-DAME DE LOURDES,S132,,Nursing and residential care facilities,Province of New Brunswick,,2055, Vallée Lourdes,E2A 4P8,Bathurst,nb,"2055, Vallée Lourdes",Bathurst,1315011,13,47.650859,-65.689956
PAVILLON RACHEL-TOURIGNY,S1320,CHSGS,Hospitals,Province of Québec,,5305, boulevard de l'Assomption,H1T 2M4,Montréal,qc,"5305, boulevard de l'Assomption",Montréal,2466023,24,45.574003,-73.556831
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE PLESSISVILLE,S1321,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,1520, avenue Saint-Louis,G6L 2M8,Plessisville,qc,"1520, avenue Saint-Louis",Plessisville,2432040,24,46.219368,-71.771064
L'INTERACTION - PAVILLON ALPHONSE-COUTURIER (POINT DE SERVICE),S1322,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,73, rue Saint-Henri,G5R 4V2,Rivière-du-Loup,qc,"73, rue Saint-Henri, poste de quartier 9",Rivière-du-Loup,2412072,24,47.818562,-69.538697
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE JACQUES-DE-LABADIE,S1323,"CRDPA, CRDPM, CRDPL",Ambulatory health care services,Province of Québec,,4100, rue Jacques-de-Labadie,G8Y 1T6,Trois-Rivières,qc,"4100, rue Jacques-de-Labadie",Trois-Rivières,2437067,24,46.357165,-72.584591
CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE POINTE-AUX-TREMBLES,S1324,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,13000, rue Sherbrooke Est,H1A 3W2,Montréal,qc,"13000, rue Sherbrooke Est",Montréal,2466023,24,45.65625,-73.508964
CPEJ ET SERVICES EXTERNES DE TROIS-RIVIÈRES - DU PASSAGE,S1325,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,80, chemin du Passage,G8T 2M2,Trois-Rivières,qc,"80, chemin du Passage",Trois-Rivières,2437067,24,46.370458,-72.538421
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE L'OUTAOUAIS,S1326,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,135, boulevard Saint-Raymond,J8Y 6X7,Gatineau,qc,"135, boulevard Saint-Raymond",Gatineau,2481017,24,45.445623,-75.746055
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE VALLÉE-DE-LA-LIÈVRE,S1327,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,156, rue Maclaren Est,J8L 1K4,Gatineau,qc,"156, rue Maclaren Est",Gatineau,2481017,24,45.587828,-75.412115
CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DES ÎLES-DE-LA-MADELEINE,S1328,"CRDPA, CRDPM, CRDPV",Ambulatory health care services,Province of Québec,,695, Chemin des Caps,G4T 2S9,Les Îles-de-la-Madeleine,qc,"695, Chemin des Caps",Les Îles-de-la-Madeleine,2401023,24,47.404412,-61.89769
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE VICTORIAVILLE,S1329,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,38, rue Monfette,G6P 1K2,Victoriaville,qc,"38, rue Monfette",Victoriaville,2439062,24,46.060492,-71.965096
Complexe Rendez-Vous Inc.,S133,,Nursing and residential care facilities,Province of New Brunswick,,125, rue L. Allain,E9G 1J4,Neguac,nb,"125, rue L. Allain",Neguac,1309038,13,47.246335,-65.092115
CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE CAP-ROUGE,S1330,"CRJDA, CRMDA",Nursing and residential care facilities,Province of Québec,,4810, rue Escoffier,G1Y 3A1,Québec,qc,"4810, rue Escoffier",Québec,2423027,24,46.7414,-71.360653
